0.00.020.202 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.020.319 I srv          init: The UI is disabled
0.00.020.320 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.025.498 I srv    load_model: loading model './models/llama-3.2-3b-instruct-q4_k_m.gguf'
0.02.688.955 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'true'
0.02.695.310 I srv  llama_server: model loaded
0.02.695.319 I srv  llama_server: listening on http://127.0.0.1:8082
2.31.893.319 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
419.07.843.756 I slot print_timing: id  2 | task 386 | prompt eval time =    2159.05 ms /   344 tokens (    6.28 ms per token,   159.33 tokens per second)
419.07.843.766 I slot print_timing: id  2 | task 386 |        eval time =    2308.84 ms /    36 tokens (   64.13 ms per token,    15.59 tokens per second)
419.07.843.767 I slot print_timing: id  2 | task 386 |       total time =    4467.89 ms /   380 tokens
419.07.843.767 I slot print_timing: id  2 | task 386 |    graphs reused =        377
419.07.843.815 I slot      release: id  2 | task 386 | stop processing: n_tokens = 379, truncated = 0
419.07.870.166 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.669 (> 0.100 thold), f_keep = 0.636
419.07.870.301 I slot launch_slot_: id  2 | task 424 | processing task, is_child = 0
419.13.027.779 I slot print_timing: id  2 | task 424 | prompt eval time =    2255.57 ms /   360 tokens (    6.27 ms per token,   159.60 tokens per second)
419.13.027.787 I slot print_timing: id  2 | task 424 |        eval time =    2901.83 ms /    45 tokens (   64.49 ms per token,    15.51 tokens per second)
419.13.027.789 I slot print_timing: id  2 | task 424 |       total time =    5157.40 ms /   405 tokens
419.13.027.789 I slot print_timing: id  2 | task 424 |    graphs reused =        420
419.13.027.835 I slot      release: id  2 | task 424 | stop processing: n_tokens = 404, truncated = 0
419.13.048.544 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.666 (> 0.100 thold), f_keep = 0.597
419.13.048.644 I slot launch_slot_: id  2 | task 471 | processing task, is_child = 0
419.18.073.814 I slot print_timing: id  2 | task 471 | prompt eval time =    2240.78 ms /   362 tokens (    6.19 ms per token,   161.55 tokens per second)
419.18.073.823 I slot print_timing: id  2 | task 471 |        eval time =    2784.32 ms /    43 tokens (   64.75 ms per token,    15.44 tokens per second)
419.18.073.824 I slot print_timing: id  2 | task 471 |       total time =    5025.10 ms /   405 tokens
419.18.073.825 I slot print_timing: id  2 | task 471 |    graphs reused =        461
419.18.073.872 I slot      release: id  2 | task 471 | stop processing: n_tokens = 404, truncated = 0
419.18.103.668 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.666 (> 0.100 thold), f_keep = 0.597
419.18.103.788 I slot launch_slot_: id  2 | task 516 | processing task, is_child = 0
419.23.302.776 I slot print_timing: id  2 | task 516 | prompt eval time =    2278.04 ms /   362 tokens (    6.29 ms per token,   158.91 tokens per second)
419.23.302.787 I slot print_timing: id  2 | task 516 |        eval time =    2920.87 ms /    45 tokens (   64.91 ms per token,    15.41 tokens per second)
419.23.302.788 I slot print_timing: id  2 | task 516 |       total time =    5198.91 ms /   407 tokens
419.23.302.788 I slot print_timing: id  2 | task 516 |    graphs reused =        504
419.23.302.838 I slot      release: id  2 | task 516 | stop processing: n_tokens = 406, truncated = 0
419.23.322.901 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.711 (> 0.100 thold), f_keep = 0.594
419.23.323.099 I slot launch_slot_: id  2 | task 563 | processing task, is_child = 0
419.27.762.539 I slot print_timing: id  2 | task 563 | prompt eval time =    2099.77 ms /   339 tokens (    6.19 ms per token,   161.45 tokens per second)
419.27.762.548 I slot print_timing: id  2 | task 563 |        eval time =    2339.61 ms /    36 tokens (   64.99 ms per token,    15.39 tokens per second)
419.27.762.549 I slot print_timing: id  2 | task 563 |       total time =    4439.37 ms /   375 tokens
419.27.762.550 I slot print_timing: id  2 | task 563 |    graphs reused =        538
419.27.762.597 I slot      release: id  2 | task 563 | stop processing: n_tokens = 374, truncated = 0
419.27.794.191 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.711 (> 0.100 thold), f_keep = 0.644
419.27.794.321 I slot launch_slot_: id  2 | task 601 | processing task, is_child = 0
419.31.762.266 I slot print_timing: id  2 | task 601 | prompt eval time =    2079.09 ms /   339 tokens (    6.13 ms per token,   163.05 tokens per second)
419.31.762.276 I slot print_timing: id  2 | task 601 |        eval time =    1888.78 ms /    30 tokens (   62.96 ms per token,    15.88 tokens per second)
419.31.762.277 I slot print_timing: id  2 | task 601 |       total time =    3967.88 ms /   369 tokens
419.31.762.278 I slot print_timing: id  2 | task 601 |    graphs reused =        566
419.31.762.323 I slot      release: id  2 | task 601 | stop processing: n_tokens = 368, truncated = 0
419.31.768.730 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.753 (> 0.100 thold), f_keep = 0.655
419.31.768.872 I slot launch_slot_: id  2 | task 633 | processing task, is_child = 0
419.35.644.021 I slot print_timing: id  2 | task 633 | prompt eval time =    1981.84 ms /   320 tokens (    6.19 ms per token,   161.47 tokens per second)
419.35.644.031 I slot print_timing: id  2 | task 633 |        eval time =    1893.24 ms /    30 tokens (   63.11 ms per token,    15.85 tokens per second)
419.35.644.032 I slot print_timing: id  2 | task 633 |       total time =    3875.08 ms /   350 tokens
419.35.644.033 I slot print_timing: id  2 | task 633 |    graphs reused =        594
419.35.644.076 I slot      release: id  2 | task 633 | stop processing: n_tokens = 349, truncated = 0
419.35.649.625 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.699 (> 0.100 thold), f_keep = 0.691
419.35.649.733 I slot launch_slot_: id  2 | task 665 | processing task, is_child = 0
419.40.428.187 I slot print_timing: id  2 | task 665 | prompt eval time =    2106.13 ms /   345 tokens (    6.10 ms per token,   163.81 tokens per second)
419.40.428.196 I slot print_timing: id  2 | task 665 |        eval time =    2672.26 ms /    42 tokens (   63.63 ms per token,    15.72 tokens per second)
419.40.428.197 I slot print_timing: id  2 | task 665 |       total time =    4778.39 ms /   387 tokens
419.40.428.198 I slot print_timing: id  2 | task 665 |    graphs reused =        634
419.40.428.244 I slot      release: id  2 | task 665 | stop processing: n_tokens = 386, truncated = 0
419.40.458.691 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.697 (> 0.100 thold), f_keep = 0.624
419.40.458.847 I slot launch_slot_: id  2 | task 709 | processing task, is_child = 0
419.44.767.979 I slot print_timing: id  2 | task 709 | prompt eval time =    2098.00 ms /   346 tokens (    6.06 ms per token,   164.92 tokens per second)
419.44.767.987 I slot print_timing: id  2 | task 709 |        eval time =    2211.07 ms /    35 tokens (   63.17 ms per token,    15.83 tokens per second)
419.44.767.989 I slot print_timing: id  2 | task 709 |       total time =    4309.06 ms /   381 tokens
419.44.767.989 I slot print_timing: id  2 | task 709 |    graphs reused =        667
419.44.768.039 I slot      release: id  2 | task 709 | stop processing: n_tokens = 380, truncated = 0
419.44.798.737 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.709 (> 0.100 thold), f_keep = 0.634
419.44.798.875 I slot launch_slot_: id  2 | task 746 | processing task, is_child = 0
419.49.016.707 I slot print_timing: id  2 | task 746 | prompt eval time =    2068.10 ms /   340 tokens (    6.08 ms per token,   164.40 tokens per second)
419.49.016.717 I slot print_timing: id  2 | task 746 |        eval time =    2149.67 ms /    34 tokens (   63.23 ms per token,    15.82 tokens per second)
419.49.016.719 I slot print_timing: id  2 | task 746 |       total time =    4217.76 ms /   374 tokens
419.49.016.719 I slot print_timing: id  2 | task 746 |    graphs reused =        699
419.49.016.766 I slot      release: id  2 | task 746 | stop processing: n_tokens = 373, truncated = 0
419.49.022.270 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.683 (> 0.100 thold), f_keep = 0.646
419.49.022.381 I slot launch_slot_: id  2 | task 782 | processing task, is_child = 0
419.54.361.701 I slot print_timing: id  2 | task 782 | prompt eval time =    2149.19 ms /   353 tokens (    6.09 ms per token,   164.25 tokens per second)
419.54.361.709 I slot print_timing: id  2 | task 782 |        eval time =    3190.05 ms /    50 tokens (   63.80 ms per token,    15.67 tokens per second)
419.54.361.710 I slot print_timing: id  2 | task 782 |       total time =    5339.24 ms /   403 tokens
419.54.361.711 I slot print_timing: id  2 | task 782 |    graphs reused =        747
419.54.361.756 I slot      release: id  2 | task 782 | stop processing: n_tokens = 402, truncated = 0
419.54.367.412 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.671 (> 0.100 thold), f_keep = 0.600
419.54.367.517 I slot launch_slot_: id  2 | task 834 | processing task, is_child = 0
420.00.216.901 I slot print_timing: id  2 | task 834 | prompt eval time =    2202.88 ms /   359 tokens (    6.14 ms per token,   162.97 tokens per second)
420.00.216.911 I slot print_timing: id  2 | task 834 |        eval time =    3646.42 ms /    57 tokens (   63.97 ms per token,    15.63 tokens per second)
420.00.216.913 I slot print_timing: id  2 | task 834 |       total time =    5849.30 ms /   416 tokens
420.00.216.914 I slot print_timing: id  2 | task 834 |    graphs reused =        802
420.00.216.959 I slot      release: id  2 | task 834 | stop processing: n_tokens = 415, truncated = 0
420.00.222.721 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.679 (> 0.100 thold), f_keep = 0.581
420.00.222.823 I slot launch_slot_: id  2 | task 893 | processing task, is_child = 0
420.04.692.583 I slot print_timing: id  2 | task 893 | prompt eval time =    2194.33 ms /   355 tokens (    6.18 ms per token,   161.78 tokens per second)
420.04.692.595 I slot print_timing: id  2 | task 893 |        eval time =    2275.36 ms /    36 tokens (   63.20 ms per token,    15.82 tokens per second)
420.04.692.596 I slot print_timing: id  2 | task 893 |       total time =    4469.69 ms /   391 tokens
420.04.692.597 I slot print_timing: id  2 | task 893 |    graphs reused =        836
420.04.692.643 I slot      release: id  2 | task 893 | stop processing: n_tokens = 390, truncated = 0
420.04.698.286 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.660 (> 0.100 thold), f_keep = 0.618
420.04.698.412 I slot launch_slot_: id  2 | task 931 | processing task, is_child = 0
420.09.688.403 I slot print_timing: id  2 | task 931 | prompt eval time =    2257.37 ms /   365 tokens (    6.18 ms per token,   161.69 tokens per second)
420.09.688.410 I slot print_timing: id  2 | task 931 |        eval time =    2732.55 ms /    43 tokens (   63.55 ms per token,    15.74 tokens per second)
420.09.688.411 I slot print_timing: id  2 | task 931 |       total time =    4989.92 ms /   408 tokens
420.09.688.412 I slot print_timing: id  2 | task 931 |    graphs reused =        877
420.09.688.460 I slot      release: id  2 | task 931 | stop processing: n_tokens = 407, truncated = 0
420.09.707.460 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.658 (> 0.100 thold), f_keep = 0.592
420.09.707.569 I slot launch_slot_: id  2 | task 976 | processing task, is_child = 0
420.14.605.788 I slot print_timing: id  2 | task 976 | prompt eval time =    2226.58 ms /   366 tokens (    6.08 ms per token,   164.38 tokens per second)
420.14.605.800 I slot print_timing: id  2 | task 976 |        eval time =    2671.56 ms /    42 tokens (   63.61 ms per token,    15.72 tokens per second)
420.14.605.801 I slot print_timing: id  2 | task 976 |       total time =    4898.15 ms /   408 tokens
420.14.605.802 I slot print_timing: id  2 | task 976 |    graphs reused =        917
420.14.605.849 I slot      release: id  2 | task 976 | stop processing: n_tokens = 407, truncated = 0
420.14.611.649 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.662 (> 0.100 thold), f_keep = 0.592
420.14.611.770 I slot launch_slot_: id  2 | task 1020 | processing task, is_child = 0
420.19.572.218 I slot print_timing: id  2 | task 1020 | prompt eval time =    2216.58 ms /   364 tokens (    6.09 ms per token,   164.22 tokens per second)
420.19.572.227 I slot print_timing: id  2 | task 1020 |        eval time =    2743.79 ms /    43 tokens (   63.81 ms per token,    15.67 tokens per second)
420.19.572.228 I slot print_timing: id  2 | task 1020 |       total time =    4960.37 ms /   407 tokens
420.19.572.229 I slot print_timing: id  2 | task 1020 |    graphs reused =        958
420.19.572.278 I slot      release: id  2 | task 1020 | stop processing: n_tokens = 406, truncated = 0
420.19.595.133 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.662 (> 0.100 thold), f_keep = 0.594
420.19.595.265 I slot launch_slot_: id  2 | task 1065 | processing task, is_child = 0
420.24.605.168 I slot print_timing: id  2 | task 1065 | prompt eval time =    2215.52 ms /   364 tokens (    6.09 ms per token,   164.30 tokens per second)
420.24.605.179 I slot print_timing: id  2 | task 1065 |        eval time =    2794.30 ms /    44 tokens (   63.51 ms per token,    15.75 tokens per second)
420.24.605.180 I slot print_timing: id  2 | task 1065 |       total time =    5009.83 ms /   408 tokens
420.24.605.181 I slot print_timing: id  2 | task 1065 |    graphs reused =       1000
420.24.605.232 I slot      release: id  2 | task 1065 | stop processing: n_tokens = 407, truncated = 0
420.24.636.296 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.728 (> 0.100 thold), f_keep = 0.600
420.24.636.500 I slot launch_slot_: id  2 | task 1111 | processing task, is_child = 0
420.28.885.003 I slot print_timing: id  2 | task 1111 | prompt eval time =    2042.79 ms /   335 tokens (    6.10 ms per token,   163.99 tokens per second)
420.28.885.015 I slot print_timing: id  2 | task 1111 |        eval time =    2205.64 ms /    35 tokens (   63.02 ms per token,    15.87 tokens per second)
420.28.885.019 I slot print_timing: id  2 | task 1111 |       total time =    4248.43 ms /   370 tokens
420.28.885.019 I slot print_timing: id  2 | task 1111 |    graphs reused =       1033
420.28.885.068 I slot      release: id  2 | task 1111 | stop processing: n_tokens = 369, truncated = 0
420.28.890.841 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.711 (> 0.100 thold), f_keep = 0.653
420.28.890.957 I slot launch_slot_: id  2 | task 1148 | processing task, is_child = 0
420.33.101.609 I slot print_timing: id  2 | task 1148 | prompt eval time =    2070.82 ms /   339 tokens (    6.11 ms per token,   163.70 tokens per second)
420.33.101.617 I slot print_timing: id  2 | task 1148 |        eval time =    2139.77 ms /    34 tokens (   62.93 ms per token,    15.89 tokens per second)
420.33.101.618 I slot print_timing: id  2 | task 1148 |       total time =    4210.58 ms /   373 tokens
420.33.101.619 I slot print_timing: id  2 | task 1148 |    graphs reused =       1065
420.33.101.665 I slot      release: id  2 | task 1148 | stop processing: n_tokens = 372, truncated = 0
420.33.122.306 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.643 (> 0.100 thold), f_keep = 0.648
420.33.122.427 I slot launch_slot_: id  2 | task 1184 | processing task, is_child = 0
420.37.976.517 I slot print_timing: id  2 | task 1184 | prompt eval time =    2297.40 ms /   375 tokens (    6.13 ms per token,   163.23 tokens per second)
420.37.976.525 I slot print_timing: id  2 | task 1184 |        eval time =    2556.62 ms /    40 tokens (   63.92 ms per token,    15.65 tokens per second)
420.37.976.526 I slot print_timing: id  2 | task 1184 |       total time =    4854.02 ms /   415 tokens
420.37.976.527 I slot print_timing: id  2 | task 1184 |    graphs reused =       1103
420.37.976.575 I slot      release: id  2 | task 1184 | stop processing: n_tokens = 414, truncated = 0
420.37.982.257 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.659 (> 0.100 thold), f_keep = 0.592
420.37.982.364 I slot launch_slot_: id  2 | task 1226 | processing task, is_child = 0
420.43.433.281 I slot print_timing: id  2 | task 1226 | prompt eval time =    2266.46 ms /   372 tokens (    6.09 ms per token,   164.13 tokens per second)
420.43.433.289 I slot print_timing: id  2 | task 1226 |        eval time =    3184.38 ms /    50 tokens (   63.69 ms per token,    15.70 tokens per second)
420.43.433.290 I slot print_timing: id  2 | task 1226 |       total time =    5450.84 ms /   422 tokens
420.43.433.291 I slot print_timing: id  2 | task 1226 |    graphs reused =       1151
420.43.433.338 I slot      release: id  2 | task 1226 | stop processing: n_tokens = 421, truncated = 0
420.43.438.963 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.735 (> 0.100 thold), f_keep = 0.572
420.43.439.062 I slot launch_slot_: id  2 | task 1278 | processing task, is_child = 0
420.47.254.321 I slot print_timing: id  2 | task 1278 | prompt eval time =    1989.31 ms /   328 tokens (    6.06 ms per token,   164.88 tokens per second)
420.47.254.330 I slot print_timing: id  2 | task 1278 |        eval time =    1825.89 ms /    29 tokens (   62.96 ms per token,    15.88 tokens per second)
420.47.254.331 I slot print_timing: id  2 | task 1278 |       total time =    3815.20 ms /   357 tokens
420.47.254.332 I slot print_timing: id  2 | task 1278 |    graphs reused =       1178
420.47.254.377 I slot      release: id  2 | task 1278 | stop processing: n_tokens = 356, truncated = 0
420.47.259.811 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.733 (> 0.100 thold), f_keep = 0.677
420.47.259.915 I slot launch_slot_: id  2 | task 1309 | processing task, is_child = 0
420.51.152.484 I slot print_timing: id  2 | task 1309 | prompt eval time =    2006.97 ms /   329 tokens (    6.10 ms per token,   163.93 tokens per second)
420.51.152.494 I slot print_timing: id  2 | task 1309 |        eval time =    1885.54 ms /    30 tokens (   62.85 ms per token,    15.91 tokens per second)
420.51.152.495 I slot print_timing: id  2 | task 1309 |       total time =    3892.51 ms /   359 tokens
420.51.152.496 I slot print_timing: id  2 | task 1309 |    graphs reused =       1206
420.51.152.544 I slot      release: id  2 | task 1309 | stop processing: n_tokens = 358, truncated = 0
420.51.158.139 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.669 (> 0.100 thold), f_keep = 0.673
420.51.158.246 I slot launch_slot_: id  2 | task 1341 | processing task, is_child = 0
420.56.218.025 I slot print_timing: id  2 | task 1341 | prompt eval time =    2193.76 ms /   360 tokens (    6.09 ms per token,   164.10 tokens per second)
420.56.218.033 I slot print_timing: id  2 | task 1341 |        eval time =    2865.94 ms /    45 tokens (   63.69 ms per token,    15.70 tokens per second)
420.56.218.034 I slot print_timing: id  2 | task 1341 |       total time =    5059.71 ms /   405 tokens
420.56.218.035 I slot print_timing: id  2 | task 1341 |    graphs reused =       1249
420.56.218.083 I slot      release: id  2 | task 1341 | stop processing: n_tokens = 404, truncated = 0
420.56.236.961 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.669 (> 0.100 thold), f_keep = 0.597
420.56.237.086 I slot launch_slot_: id  2 | task 1388 | processing task, is_child = 0
421.01.879.922 I slot print_timing: id  2 | task 1388 | prompt eval time =    2262.60 ms /   360 tokens (    6.28 ms per token,   159.11 tokens per second)
421.01.879.933 I slot print_timing: id  2 | task 1388 |        eval time =    3380.16 ms /    53 tokens (   63.78 ms per token,    15.68 tokens per second)
